Mar 17, 2020 4:32:37 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/lock
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-03-19T12:53:54,889 | INFO  | paxweb-config-1-thread-1 | Server                           | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | jetty-9.4.22.v20191022; built: 2019-10-22T13:37:13.455Z; git: b1e6b55512e008f7fbdf1cbea4ff8a6446d1073b; jvm 1.8.0_222-b10
2020-03-19T12:53:54,926 | INFO  | paxweb-config-1-thread-1 | AbstractConnector                | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | Started default@24ebe71d{HTTP/1.1,[http/1.1]}{0.0.0.0:8181}
2020-03-19T12:53:54,926 | INFO  | paxweb-config-1-thread-1 | Server                           | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | Started @2698ms
2020-03-19T12:53:55,000 | INFO  | pool-10-thread-1 | BackpressureRegulator            | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Backpressure is disabled
2020-03-19T12:53:55,325 | INFO  | CM Configuration Updater (ManagedServiceFactory Update: factoryPid=[org.apache.karaf.cellar.kubernetes]) | KubernetesDiscoveryServiceFactory | 147 - org.apache.karaf.cellar.kubernetes - 4.1.3 | CELLAR KUBERNETES: creating the discovery service ...
2020-03-19T12:53:55,326 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.kubernetes/4.1.3
2020-03-19T12:53:55,469 | INFO  | pool-10-thread-1 | Node                             | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Creating MulticastJoiner
2020-03-19T12:53:55,562 | INFO  | pool-10-thread-1 | OperationExecutorImpl            | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Starting 12 partition threads and 7 generic threads (1 dedicated for priority tasks)
2020-03-19T12:53:55,564 | INFO  | pool-10-thread-1 | Diagnostics                      | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Diagnostics disabled. To enable add -Dhazelcast.diagnostics.enabled=true to the JVM arguments.
2020-03-19T12:53:55,568 | INFO  | pool-10-thread-1 | LifecycleService                 | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] [172.29.0.30]:5701 is STARTING
2020-03-19T12:53:56,864 | INFO  | hz.ShutdownThread | Node                             | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Running shutdown hook... Current state: ACTIVE
Mar 19, 2020 12:54:09 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/lock
Mar 19, 2020 12:54:09 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Mar 19, 2020 12:54:09 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-03-19T12:54:09,999 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.ops4j.pax.logging]) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.4 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2020-03-19T12:54:10,058 | INFO  | FelixStartLevel  | BlueprintExtender                | 46 - org.apache.aries.blueprint.core - 1.10.2 | No quiesce support is available, so blueprint components will not participate in quiesce operations
2020-03-19T12:54:10,230 | INFO  | FelixStartLevel  | BlueprintContainerImpl           | 46 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.apache.aries.blueprint.cm/1.3.1 has been started
2020-03-19T12:54:10,243 | INFO  | FelixStartLevel  | BlueprintContainerImpl           | 46 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.apache.aries.blueprint.core/1.10.2 has been started
2020-03-19T12:54:10,266 | INFO  | FelixStartLevel  | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Starting JMX OSGi agent
2020-03-19T12:54:10,277 | INFO  | FelixStartLevel  | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Registering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=2b683b48-5cf9-4094-9ff8-8307a8faed6b] for service with service.id [15]
2020-03-19T12:54:10,352 | INFO  | activator-1-thread-1 | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2b409f1c with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=2b683b48-5cf9-4094-9ff8-8307a8faed6b
2020-03-19T12:54:10,356 | INFO  | activator-1-thread-1 | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2b409f1c with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=2b683b48-5cf9-4094-9ff8-8307a8faed6b
2020-03-19T12:54:10,358 | INFO  | activator-1-thread-1 | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2b409f1c with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=2b683b48-5cf9-4094-9ff8-8307a8faed6b
2020-03-19T12:54:10,358 | INFO  | activator-1-thread-1 | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2b409f1c with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=2b683b48-5cf9-4094-9ff8-8307a8faed6b
2020-03-19T12:54:10,359 | INFO  | activator-1-thread-1 | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2b409f1c with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=2b683b48-5cf9-4094-9ff8-8307a8faed6b
2020-03-19T12:54:10,359 | INFO  | activator-1-thread-1 | core                             | 13 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2b409f1c with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=2b683b48-5cf9-4094-9ff8-8307a8faed6b
2020-03-19T12:54:10,399 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.bundle.core/4.2.8
2020-03-19T12:54:10,408 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.config.core/4.2.8
2020-03-19T12:54:10,445 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.deployer.kar/4.2.8
2020-03-19T12:54:10,446 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.2.8
2020-03-19T12:54:10,458 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.features.command/4.2.8. Missing service: [org.apache.karaf.features.FeaturesService]
2020-03-19T12:54:10,465 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.instance.core/4.2.8
2020-03-19T12:54:10,475 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.jaas.command/4.2.8
2020-03-19T12:54:10,477 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Updating commands for bundle org.apache.karaf.jaas.command/4.2.8
2020-03-19T12:54:10,478 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Updating commands for bundle org.apache.karaf.jaas.command/4.2.8
2020-03-19T12:54:10,481 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.kar.core/4.2.8. Missing service: [org.apache.karaf.kar.KarService]
2020-03-19T12:54:10,488 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.log.core/4.2.8
2020-03-19T12:54:10,490 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.package.core/4.2.8
2020-03-19T12:54:10,493 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.service.core/4.2.8
2020-03-19T12:54:10,503 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.shell.commands/4.2.8
2020-03-19T12:54:10,506 | INFO  | FelixStartLevel  | Activator                        | 34 - org.apache.karaf.shell.core - 4.2.8 | Not starting local console. To activate set karaf.startLocalConsole=true
2020-03-19T12:54:10,532 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.2.8. Missing service: [org.apache.sshd.server.SshServer]
2020-03-19T12:54:10,543 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.system.core/4.2.8
2020-03-19T12:54:10,620 | INFO  | FelixStartLevel  | BlueprintContainerImpl           | 46 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.apache.karaf.jaas.blueprint.config/4.2.8 has been started
2020-03-19T12:54:10,688 | INFO  | activator-1-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.shell.ssh/4.2.8
2020-03-19T12:54:10,688 | INFO  | activator-1-thread-2 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.features.command/4.2.8
2020-03-19T12:54:10,690 | INFO  | activator-1-thread-2 | Activator                        | 18 - org.apache.karaf.deployer.features - 4.2.8 | Deployment finished. Registering FeatureDeploymentListener
2020-03-19T12:54:10,693 | INFO  | activator-1-thread-2 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.kar.core/4.2.8
2020-03-19T12:54:10,720 | INFO  | FelixStartLevel  | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Storing Memory Dumps in /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/data/cache/bundle74/data/dumps
2020-03-19T12:54:10,725 | INFO  | FelixStartLevel  | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Threshold to 0% for pools [Code Cache, Compressed Class Space, Metaspace, PS Old Gen]
2020-03-19T12:54:10,725 | INFO  | FelixStartLevel  | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Automatic Memory Dump cannot be set for pools [PS Eden Space, PS Survivor Space]
2020-03-19T12:54:10,726 | INFO  | FelixStartLevel  | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Interval to 21600 seconds
2020-03-19T12:54:10,733 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Threshold to 0% for pools [Code Cache, Compressed Class Space, Metaspace, PS Old Gen]
2020-03-19T12:54:10,734 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Automatic Memory Dump cannot be set for pools [PS Eden Space, PS Survivor Space]
2020-03-19T12:54:10,734 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Interval to 21600 seconds
2020-03-19T12:54:10,734 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 74 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Storing Memory Dumps in /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/data/cache/bundle74/data/dumps
2020-03-19T12:54:10,745 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.http.core/4.2.8. Missing service: [org.apache.karaf.http.core.ServletService, org.apache.karaf.http.core.ProxyService]
2020-03-19T12:54:10,792 | INFO  | FelixStartLevel  | ServiceComponentRuntimeMBeanImpl | 78 - org.apache.karaf.scr.management - 4.2.8 | Activating the Apache Karaf ServiceComponentRuntime MBean
2020-03-19T12:54:10,801 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.scr.state/4.2.8
2020-03-19T12:54:10,880 | INFO  | FelixStartLevel  | FeaturesPlugin                   | 81 - org.apache.karaf.webconsole.features - 4.2.8 | Features plugin activated
2020-03-19T12:54:10,887 | INFO  | FelixStartLevel  | GogoPlugin                       | 82 - org.apache.karaf.webconsole.gogo - 4.2.8 | Gogo plugin activated
2020-03-19T12:54:10,894 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.webconsole.http/4.2.8
2020-03-19T12:54:10,900 | INFO  | FelixStartLevel  | InstancePlugin                   | 84 - org.apache.karaf.webconsole.instance - 4.2.8 | Instance plugin activated
2020-03-19T12:54:10,902 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.webconsole.instance/4.2.8
2020-03-19T12:54:10,952 | INFO  | FelixStartLevel  | log                              | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | Logging initialized @2020ms to org.eclipse.jetty.util.log.Slf4jLog
2020-03-19T12:54:10,962 | INFO  | FelixStartLevel  | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | EventAdmin support enabled, servlet events will be postet to topics.
2020-03-19T12:54:10,964 | INFO  | FelixStartLevel  | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | LogService support enabled, log events will be created.
2020-03-19T12:54:10,965 | INFO  | FelixStartLevel  | Activator                        | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Pax Web started
2020-03-19T12:54:10,984 | INFO  | FelixStartLevel  | BlueprintContainerImpl           | 46 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.apache.camel.camel-blueprint/2.24.2 has been started
2020-03-19T12:54:10,988 | INFO  | FelixStartLevel  | Activator                        | 53 - org.apache.camel.camel-core - 2.24.2 | Camel activator starting
2020-03-19T12:54:10,996 | INFO  | FelixStartLevel  | Activator                        | 53 - org.apache.camel.camel-core - 2.24.2 | Camel activator started
2020-03-19T12:54:11,010 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.event/4.2.8
2020-03-19T12:54:11,025 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.camel.karaf.camel-karaf-commands/2.24.2
2020-03-19T12:54:11,045 | INFO  | FelixStartLevel  | HazelcastOSGiService             | 113 - com.hazelcast - 3.9.1 | HazelcastOSGiServiceImpl{ownerBundle=com.hazelcast [113], hazelcastInstance=null, active=false, id=3.9.1#OSS} has been registered as OSGI service and activated now
2020-03-19T12:54:11,058 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.bundle/4.1.3. Missing service: [org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.event.EventProducer, org.apache.karaf.cellar.core.ClusterManager]
2020-03-19T12:54:11,069 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.config/4.1.3. Missing service: [org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.event.EventProducer, org.apache.karaf.cellar.core.ClusterManager]
2020-03-19T12:54:11,076 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.core/4.1.3. Missing service: [org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.ClusterManager]
2020-03-19T12:54:11,089 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.features/4.1.3. Missing service: [org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.event.EventProducer, org.apache.karaf.cellar.core.ClusterManager]
2020-03-19T12:54:11,096 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.hazelcast/4.1.3
2020-03-19T12:54:11,103 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.kar/4.1.3. Missing service: [org.apache.karaf.cellar.core.event.EventProducer, org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.ClusterManager]
2020-03-19T12:54:11,113 | INFO  | pool-10-thread-1 | XmlConfigLocator                 | 113 - com.hazelcast - 3.9.1 | Loading configuration /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/etc/hazelcast.xml from System property 'hazelcast.config'
2020-03-19T12:54:11,113 | INFO  | pool-10-thread-1 | XmlConfigLocator                 | 113 - com.hazelcast - 3.9.1 | Using configuration file at /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/etc/hazelcast.xml
2020-03-19T12:54:11,117 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.shell/4.1.3. Missing service: [org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.ClusterManager, org.apache.karaf.cellar.core.command.ExecutionContext]
2020-03-19T12:54:11,123 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.utils/4.1.3
2020-03-19T12:54:11,134 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.log/4.1.3. Missing service: [org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.ClusterManager, org.apache.karaf.cellar.core.command.ExecutionContext]
2020-03-19T12:54:11,137 | INFO  | paxweb-config-1-thread-1 | TypeUtil                         | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | JVM Runtime does not support Modules
2020-03-19T12:54:11,140 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.webconsole/4.1.3
2020-03-19T12:54:11,164 | WARN  | pool-10-thread-1 | AbstractXmlConfigHelper          | 113 - com.hazelcast - 3.9.1 | Name of the hazelcast schema location incorrect using default
2020-03-19T12:54:11,181 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 108 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | No ALPN class available
2020-03-19T12:54:11,181 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 108 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | HTTP/2 not available, creating standard ServerConnector for Http
2020-03-19T12:54:11,208 | INFO  | paxweb-config-1-thread-1 | JettyServerImpl                  | 108 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | Pax Web available at [0.0.0.0]:[8181]
2020-03-19T12:54:11,216 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Binding bundle: [org.apache.karaf.http.core [77]] to http service
2020-03-19T12:54:11,232 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 109 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Binding bundle: [org.apache.karaf.webconsole.console [80]] to http service
2020-03-19T12:54:11,238 | INFO  | activator-1-thread-2 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.http.core/4.2.8
2020-03-19T12:54:11,244 | INFO  | activator-1-thread-2 | HttpPlugin                       | 83 - org.apache.karaf.webconsole.http - 4.2.8 | Http plugin activated
2020-03-19T12:54:11,294 | INFO  | pool-10-thread-1 | AddressPicker                    | 113 - com.hazelcast - 3.9.1 | [LOCAL] [cellar] [3.9.1] Prefer IPv4 stack is true.
2020-03-19T12:54:11,297 | INFO  | paxweb-config-1-thread-1 | HttpServiceContext               | 108 - org.ops4j.pax.web.pax-web-jetty - 7.2.14 | registering context DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [80], contextID=custom], with context-name: 
2020-03-19T12:54:11,301 | INFO  | pool-10-thread-1 | AddressPicker                    | 113 - com.hazelcast - 3.9.1 | [LOCAL] [cellar] [3.9.1] Picked [172.29.0.30]:5701, using socket ServerSocket[addr=/0:0:0:0:0:0:0:0,localport=5701], bind any local is true
2020-03-19T12:54:11,313 | INFO  | pool-10-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Hazelcast 3.9.1 (20171130 - feca534) starting at [172.29.0.30]:5701
2020-03-19T12:54:11,313 | INFO  | pool-10-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Copyright (c) 2008-2017, Hazelcast, Inc. All Rights Reserved.
2020-03-19T12:54:11,314 | INFO  | pool-10-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Configured Hazelcast Serialization version: 1
2020-03-19T12:54:11,331 | INFO  | paxweb-config-1-thread-1 | session                          | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | DefaultSessionIdManager workerName=node0
2020-03-19T12:54:11,332 | INFO  | paxweb-config-1-thread-1 | session                          | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | No SessionScavenger set, using defaults
2020-03-19T12:54:11,333 | INFO  | paxweb-config-1-thread-1 | session                          | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | node0 Scavenging every 600000ms
2020-03-19T12:54:11,344 | INFO  | paxweb-config-1-thread-1 | ContextHandler                   | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [80], contextID=custom]}
2020-03-19T12:54:11,350 | INFO  | paxweb-config-1-thread-1 | Server                           | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | jetty-9.4.22.v20191022; built: 2019-10-22T13:37:13.455Z; git: b1e6b55512e008f7fbdf1cbea4ff8a6446d1073b; jvm 1.8.0_222-b10
2020-03-19T12:54:11,385 | INFO  | paxweb-config-1-thread-1 | AbstractConnector                | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | Started default@73967204{HTTP/1.1,[http/1.1]}{0.0.0.0:8181}
2020-03-19T12:54:11,385 | INFO  | paxweb-config-1-thread-1 | Server                           | 103 - org.eclipse.jetty.util - 9.4.22.v20191022 | Started @2453ms
2020-03-19T12:54:11,453 | INFO  | pool-10-thread-1 | BackpressureRegulator            | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Backpressure is disabled
2020-03-19T12:54:11,748 | INFO  | CM Configuration Updater (ManagedServiceFactory Update: factoryPid=[org.apache.karaf.cellar.kubernetes]) | KubernetesDiscoveryServiceFactory | 147 - org.apache.karaf.cellar.kubernetes - 4.1.3 | CELLAR KUBERNETES: creating the discovery service ...
2020-03-19T12:54:11,749 | INFO  | FelixStartLevel  | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.kubernetes/4.1.3
2020-03-19T12:54:11,908 | INFO  | pool-10-thread-1 | Node                             | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Creating MulticastJoiner
2020-03-19T12:54:12,004 | INFO  | pool-10-thread-1 | OperationExecutorImpl            | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Starting 12 partition threads and 7 generic threads (1 dedicated for priority tasks)
2020-03-19T12:54:12,006 | INFO  | pool-10-thread-1 | Diagnostics                      | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Diagnostics disabled. To enable add -Dhazelcast.diagnostics.enabled=true to the JVM arguments.
2020-03-19T12:54:12,011 | INFO  | pool-10-thread-1 | LifecycleService                 | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] [172.29.0.30]:5701 is STARTING
2020-03-19T12:54:13,832 | INFO  | pool-10-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Cluster version set to 3.9
2020-03-19T12:54:13,833 | INFO  | pool-10-thread-1 | ClusterService                   | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] 

Members {size:1, ver:1} [
	Member [172.29.0.30]:5701 - 45c566ea-9e35-44a7-b0ea-7e782716f605 this
]

2020-03-19T12:54:13,851 | INFO  | pool-10-thread-1 | ManagementCenterService          | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] Hazelcast will connect to Hazelcast Management Center on address: 
http://localhost:8080/mancenter
2020-03-19T12:54:13,857 | INFO  | pool-10-thread-1 | LifecycleService                 | 113 - com.hazelcast - 3.9.1 | [172.29.0.30]:5701 [cellar] [3.9.1] [172.29.0.30]:5701 is STARTED
